Rating,MovieId,Title,Director,LeadActor,Votes,CriticScore,IsAction,IsAdventure,IsAnimation,IsBiography,IsComedy,IsCrime,IsDrama,IsRomance,IsFantasy,IsHorror,IsMistery,IsHistory,IsFamily,IsSport,IsWar,IsWestern,IsSciFi,IsThriller
8.2,766,PK,Rajkumar Hirani,Aamir Khan,103279,51,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.7,767,Ender's Game,Gavin Hood,Harrison Ford,194236,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.2,768,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,Harrison Ford,351361,65,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.3,769,Paper Towns,Jake Schreier,Nat Wolff,72515,56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.7,770,High-Rise,Ben Wheatley,Tom Hiddleston,25928,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.6,771,Quantum of Solace,Marc Forster,Daniel Craig,347798,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.5,772,The Assignment,Walter Hill,Sigourney Weaver,2043,34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8.1,773,How to Train Your Dragon,Dean DeBlois,Jay Baruchel,523893,74,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,774,Lady in the Water,M. Night Shyamalan,Paul Giamatti,82701,36,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7.3,775,The Fountain,Darren Aronofsky,Hugh Jackman,199193,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.2,776,Cars 2,John Lasseter,Owen Wilson,110490,57,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,777,31,Rob Zombie,Malcolm McDowell,10871,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4.7,778,Final Girl,Tyler Shields,Abigail Breslin,9026,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.8,779,Chalk It Up,Hisonni Johnson,Maddy Curley,499,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,780,The Man Who Knew Infinity,Matt Brown,Dev Patel,29912,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.9,781,Unknown,Jaume Collet-Serra,Liam Neeson,218679,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.5,782,Self/less,Tarsem Singh,Ryan Reynolds,67196,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.3,783,Mr. Brooks,Bruce A. Evans,Kevin Costner,128146,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6.5,784,Tramps,Adam Leon,Callum Turner,1031,77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.9,785,Before We Go,Chris Evans,Chris Evans,31370,31,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.8,786,Captain Phillips,Paul Greengrass,Tom Hanks,346154,83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.8,787,The Secret Scripture,Jim Sheridan,Rooney Mara,378,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.6,788,Max Steel,Stewart Hendler,Ben Winchell,11555,22,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.7,789,Hotel Transylvania 2,Genndy Tartakovsky,Adam Sandler,69157,44,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6.4,790,Hancock,Peter Berg,Will Smith,366138,49,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6,791,Sisters,Jason Moore,Amy Poehler,50241,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,792,The Family,Luc Besson,Robert De Niro,92868,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
6.6,793,Zack and Miri Make a Porno,Kevin Smith,Seth Rogen,154936,56,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.8,794,Ma vie de Courgette,Claude Barras,Gaspard Schlatter,4370,85,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.6,795,Man on a Ledge,Asger Leth,Sam Worthington,129252,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6.2,796,No Strings Attached,Ivan Reitman,Natalie Portman,178243,50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.3,797,Rescue Dawn,Werner Herzog,Christian Bale,87887,77,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.4,798,Despicable Me 2,Pierre Coffin,Steve Carell,304837,62,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,799,A Walk Among the Tombstones,Scott Frank,Liam Neeson,93883,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,800,The World's End,Edgar Wright,Simon Pegg,199813,81,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4.3,801,Yoga Hosers,Kevin Smith,Lily-Rose Depp,7091,23,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
7.2,802,Seven Psychopaths,Martin McDonagh,Colin Farrell,196652,66,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.2,803,Beowulf,Robert Zemeckis,Ray Winstone,146566,59,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,804,Jack Ryan: Shadow Recruit,Kenneth Branagh,Chris Pine,103681,57,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.8,805,1408,Mikael Håfström,John Cusack,221073,64,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6,806,The Gambler,Rupert Wyatt,Mark Wahlberg,52537,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6.6,807,Prince of Persia: The Sands of Time,Mike Newell,Jake Gyllenhaal,233148,50,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.1,808,The Spectacular Now,James Ponsoldt,Miles Teller,115751,82,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.8,809,A United Kingdom,Amma Asante,David Oyelowo,4771,65,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.2,810,USS Indianapolis: Men of Courage,Mario Van Peebles,Nicolas Cage,4964,30,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6.7,811,Turbo Kid,François Simard,Munro Chambers,19309,60,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,812,Mama,Andrés Muschietti,Jessica Chastain,142560,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,813,Orphan,Jaume Collet-Serra,Vera Farmiga,153448,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.3,814,To Rome with Love,Woody Allen,Woody Allen,72050,54,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.8,815,Fantastic Mr. Fox,Wes Anderson,George Clooney,149779,83,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,816,Inside Man,Spike Lee,Denzel Washington,285441,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.4,817,I.T.,John Moore,Pierce Brosnan,8755,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.6,818,127 Hours,Danny Boyle,James Franco,294010,82,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.4,819,Annabelle,John R. Leonetti,Ward Horton,91106,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4.6,820,Wolves at the Door,John R. Leonetti,Katie Cassidy,564,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.9,821,Suite Française,Saul Dibb,Michelle Williams,13711,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6.8,822,The Imaginarium of Doctor Parnassus,Terry Gilliam,Christopher Plummer,130153,65,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.8,823,G.I. Joe: The Rise of Cobra,Stephen Sommers,Dennis Quaid,180105,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,824,Christine,Antonio Campos,Rebecca Hall,5855,72,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.8,825,Man Down,Dito Montiel,Shia LaBeouf,4779,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.3,826,Crawlspace,Phil Claydon,Michael Vartan,1427,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4.6,827,Shut In,Farren Blackburn,Naomi Watts,5715,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5.3,828,The Warriors Gate,Matthias Hoene,Mark Chao,1391,77,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.6,829,Grindhouse,Robert Rodriguez,Kurt Russell,160350,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.9,830,Disaster Movie,Jason Friedberg,Carmen Electra,77207,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,831,Rocky Balboa,Sylvester Stallone,Sylvester Stallone,171356,63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.4,832,Diary of a Wimpy Kid: Dog Days,David Bowers,Zachary Gordon,16917,54,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.4,833,Jane Eyre,Cary Joji Fukunaga,Mia Wasikowska,67464,76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.7,834,Fool's Gold,Andy Tennant,Matthew McConaughey,62719,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,835,The Dictator,Larry Charles,Sacha Baron Cohen,225394,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,836,The Loft,Erik Van Looy,Karl Urban,38804,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7.5,837,Bacalaureat,Cristian Mungiu,Adrian Titieni,5531,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.5,838,You Don't Mess with the Zohan,Dennis Dugan,Adam Sandler,163144,54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2,839,Exposed,Gee Malik Linton,Ana de Armas,8409,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.8,840,Maudie,Aisling Walsh,Ethan Hawke,346,60,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.3,841,Horrible Bosses 2,Sean Anders,Jason Bateman,125190,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.4,842,A Bigger Splash,Luca Guadagnino,Tilda Swinton,15232,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.1,843,Melancholia,Lars von Trier,Kirsten Dunst,137117,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.1,844,The Princess and the Frog,Ron Clements,Anika Noni Rose,95480,73,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,845,Unstoppable,Tony Scott,Denzel Washington,157499,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.3,846,Flight,Robert Zemeckis,Denzel Washington,276347,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.7,847,Home,Tim Johnson,Jim Parsons,77447,55,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,848,La migliore offerta,Giuseppe Tornatore,Geoffrey Rush,77986,49,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.3,849,Mean Dreams,Nathan Morlando,Sophie Nélisse,1066,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.5,850,42,Brian Helgeland,Chadwick Boseman,69659,62,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.8,851,21,Robert Luketic,Jim Sturgess,198395,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7.4,852,Begin Again,John Carney,Keira Knightley,111875,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,853,Out of the Furnace,Scott Cooper,Christian Bale,88829,63,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7.1,854,Vicky Cristina Barcelona,Woody Allen,Rebecca Hall,208770,70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.6,855,Kung Fu Panda,Mark Osborne,Jack Black,329788,73,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,856,Barbershop: The Next Cut,Malcolm D. Lee,Ice Cube,9993,67,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.6,857,Terminator Salvation,McG,Christian Bale,297093,49,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.5,858,Freedom Writers,Richard LaGravenese,Hilary Swank,55648,64,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.4,859,The Hills Have Eyes,Alexandre Aja,Ted Levine,136642,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.8,860,Changeling,Clint Eastwood,Angelina Jolie,206793,63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.2,861,Remember Me,Allen Coulter,Robert Pattinson,119376,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8.4,862,Koe no katachi,Naoko Yamada,Miyu Irino,2421,80,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.2,863,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,Steve Carell,32310,54,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.1,864,Locke,Steven Knight,Tom Hardy,100890,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.3,865,The 9th Life of Louis Drax,Alexandre Aja,Jamie Dornan,6175,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.5,866,Horns,Alexandre Aja,Daniel Radcliffe,61060,46,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
6.9,867,Indignation,James Schamus,Logan Lerman,7402,78,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.9,868,The Stanford Prison Experiment,Kyle Patrick Alvarez,Ezra Miller,20907,67,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6.6,869,Diary of a Wimpy Kid: Rodrick Rules,David Bowers,Zachary Gordon,20194,51,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6.9,870,Mission: Impossible III,J.J. Abrams,Tom Cruise,270429,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.7,871,En man som heter Ove,Hannes Holm,Rolf Lassgård,21569,70,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.7,872,Dragonball Evolution,James Wong,Justin Chatwin,59512,45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.4,873,Red Dawn,Dan Bradley,Chris Hemsworth,64584,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,874,One Day,Lone Scherfig,Anne Hathaway,113599,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.6,875,Life as We Know It,Greg Berlanti,Katherine Heigl,101301,39,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7,876,28 Weeks Later,Juan Carlos Fresnadillo,Jeremy Renner,221858,78,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6.9,877,Warm Bodies,Jonathan Levine,Nicholas Hoult,193579,59,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
7.3,878,Blue Jasmine,Woody Allen,Cate Blanchett,160592,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.8,879,G.I. Joe: Retaliation,Jon M. Chu,Dwayne Johnson,152145,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.8,880,Wrath of the Titans,Jonathan Liebesman,Sam Worthington,159230,37,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.9,881,Shin Gojira,Hideaki Anno,Hiroki Hasegawa,8365,68,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.5,882,Saving Mr. Banks,John Lee Hancock,Emma Thompson,125693,65,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.3,883,Transcendence,Wally Pfister,Johnny Depp,184564,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.9,884,Rio,Carlos Saldanha,Jesse Eisenberg,173919,63,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,885,Equals,Drake Doremus,Nicholas Hoult,16361,43,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
7.5,886,Babel,Alejandro González Iñárritu,Brad Pitt,253417,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,887,The Tree of Life,Terrence Malick,Brad Pitt,143517,85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6.5,888,The Lucky One,Scott Hicks,Zac Efron,82874,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.5,889,Piranha 3D,Alexandre Aja,Elisabeth Shue,75262,53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7.7,890,50/50,Jonathan Levine,Joseph Gordon-Levitt,281625,72,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3.5,891,The Intent,Femi Oyeniran,Dylan Duffus,202,59,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.2,892,This Is 40,Judd Apatow,Paul Rudd,108156,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.1,893,Real Steel,Shawn Levy,Hugh Jackman,264480,56,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5.5,894,Sex and the City,Michael Patrick King,Sarah Jessica Parker,102547,53,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.1,895,Rambo,Sylvester Stallone,Sylvester Stallone,187077,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7.1,896,Planet Terror,Robert Rodriguez,Rose McGowan,174553,55,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7.1,897,Concussion,Peter Landesman,Will Smith,61274,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.9,898,The Fall,Tarsem Singh,Lee Pace,93036,64,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.5,899,The Ugly Truth,Robert Luketic,Katherine Heigl,172558,28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5.5,900,Bride Wars,Gary Winick,Kate Hudson,83976,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.5,901,Sleeping with Other People,Leslye Headland,Jason Sudeikis,27730,64,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5.6,902,Snakes on a Plane,David R. Ellis,Samuel L. Jackson,118905,58,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.8,903,What If,Michael Dowse,Daniel Radcliffe,55243,59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.9,904,How to Train Your Dragon 2,Dean DeBlois,Jay Baruchel,237565,76,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,905,RoboCop,José Padilha,Joel Kinnaman,190833,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6.2,906,In Dubious Battle,James Franco,Nat Wolff,1455,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.7,907,"Hello, My Name Is Doris",Michael Showalter,Sally Field,12361,63,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.9,908,Ocean's Thirteen,Steven Soderbergh,George Clooney,269581,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6.5,909,Slither,James Gunn,Nathan Fillion,64351,69,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6.6,910,Contagion,Steven Soderbergh,Matt Damon,187004,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.4,911,Il racconto dei racconti - Tale of Tales,Matteo Garrone,Salma Hayek,17565,72,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4.7,912,I Am the Pretty Thing That Lives in the House,Oz Perkins,Ruth Wilson,4204,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.2,913,Bridge to Terabithia,Gabor Csupo,Josh Hutcherson,117297,74,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7.2,914,Coherence,James Ward Byrkit,Emily Baldoni,66265,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6.7,915,Notorious,George Tillman Jr.,Jamal Woolard,33007,60,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.5,916,Goksung,Hong-jin Na,Jun Kunimura,17962,81,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
6.6,917,The Expendables 2,Simon West,Sylvester Stallone,257395,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.7,918,The Girl Next Door,Gregory Wilson,William Atherton,19351,29,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
7.5,919,Perfume: The Story of a Murderer,Tom Tykwer,Ben Whishaw,199387,56,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
6.1,920,The Golden Compass,Chris Weitz,Nicole Kidman,155078,51,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6.4,921,Centurion,Neil Marshall,Michael Fassbender,67801,62,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.3,922,Scouts Guide to the Zombie Apocalypse,Christopher Landon,Tye Sheridan,31651,32,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6.4,923,17 Again,Burr Steers,Zac Efron,152808,48,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6.8,924,No Escape,John Erick Dowdle,Lake Bell,57921,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.1,925,Superman Returns,Bryan Singer,Brandon Routh,246797,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.9,926,The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,Kristen Stewart,190244,45,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7.3,927,Precious,Lee Daniels,Gabourey Sidibe,91623,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.9,928,The Sea of Trees,Gus Van Sant,Matthew McConaughey,7475,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.1,929,Good Kids,Chris McCoy,Zoey Deutch,3843,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,930,The Master,Paul Thomas Anderson,Philip Seymour Hoffman,112902,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.9,931,Footloose,Craig Brewer,Kenny Wormald,39380,58,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,932,If I Stay,R.J. Cutler,Chloë Grace Moretz,92170,46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5.4,933,The Ticket,Ido Fluk,Dan Stevens,924,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.3,934,Detour,Christopher Smith,Tye Sheridan,2205,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.2,935,The Love Witch,Anna Biller,Samantha Robinson,4669,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6.6,936,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,Will Ferrell,137502,66,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4.4,937,The Human Centipede (First Sequence),Tom Six,Dieter Laser,60655,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.8,938,Super,James Gunn,Rainn Wilson,64535,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.3,939,The Siege of Jadotville,Richie Smyth,Jamie Dornan,14689,83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.4,940,Up in the Air,Jason Reitman,George Clooney,279694,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.1,941,The Midnight Meat Train,Ryûhei Kitamura,Vinnie Jones,50255,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.9,942,The Twilight Saga: Eclipse,David Slade,Kristen Stewart,192740,58,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5.8,943,Transpecos,Greg Kwedar,Johnny Simmons,1292,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.1,944,What's Your Number?,Mark Mylod,Anna Faris,62095,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6.4,945,Riddick,David Twohy,Vin Diesel,132098,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6.9,946,Triangle,Christopher Smith,Melissa George,72533,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7.2,947,The Butler,Lee Daniels,Forest Whitaker,93322,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.6,948,King Cobra,Justin Kelly,Garrett Clayton,3990,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4.9,949,After Earth,M. Night Shyamalan,Jaden Smith,166512,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.1,950,Kicks,Justin Tipping,Jahking Guillory,2417,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,951,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,Thomas Mann,92076,74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.3,952,The Descendants,Alexander Payne,George Clooney,211348,84,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4.3,953,Sex and the City 2,Michael Patrick King,Sarah Jessica Parker,62403,27,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.2,954,The Kings of Summer,Jordan Vogt-Roberts,Nick Robinson,65653,61,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.4,955,Death Race,Paul W.S. Anderson,Jason Statham,173731,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6.2,956,That Awkward Moment,Tom Gormican,Zac Efron,81823,36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
